'INSERT INTO `dd_results` (`RaceDate`, `Start`, `Place`, `id`, `Boat`) VALUES
'2007-06-12', 5, 2, 348, 'N/A'
'2007-06-12', 5, 3, 348, 'N/A'
'2007-06-19', 1, 1, 345, 'Minor Threat'
'2007-06-19', 1, 2, 625, 'Zyvex'
'2007-06-19', 1, 3, 452, 'Sydney Anna'
'2007-06-19', 2, 1, 150, 'Dreams'
'2007-06-19', 2, 2, 693, 'Scat'
'2007-06-19', 2, 3, 427, 'Runner'
'2007-06-19', 3, 1, 164, 'Eleanora'
'2007-06-19', 3, 2, 358, 'Native Sun'
'2007-06-19', 3, 3, 387, 'Polaris'
'2007-06-19', 4, 1, 107, 'Cinc-O-Sink'
'2007-06-19', 4, 2, 618, 'Yokie'
'2007-06-19', 4, 3, 348, 'N/A'
'2007-06-19', 5, 1, 348, 'N/A'
'2007-06-19', 5, 2, 348, 'N/A'
'2007-06-19', 5, 3, 348, 'N/A'
'2007-06-26', 1, 1, 494, 'Shrek'
'2007-06-26', 1, 2, 156, 'E-Scow'
'2007-06-26', 1, 3, 452, 'Sydney Anna'
'2007-06-26', 2, 1, 286, 'Katrinka Finklesplat'
'2007-06-26', 2, 2, 68, 'Barbaree'
'2007-06-26', 2, 3, 390, 'Perfectly Strange'
'2007-06-26', 3, 1, 385, 'Platymus'
'2007-06-26', 3, 2, 164, 'Eleanora'
'2007-06-26', 3, 3, 83, 'C25 # 1901'
'2007-06-26', 4, 1, 107, 'Cinc-O-Sink'
'2007-06-26', 4, 2, 357, 'Nomad'
'2007-06-26', 4, 3, 618, 'Yokie'
'2007-06-26', 5, 1, 348, 'N/A'
'2007-06-26', 5, 2, 348, 'N/A'
'2007-06-26', 5, 3, 348, 'N/A'
'2007-07-03', 1, 1, 537, 'Thumper'
'2007-07-03', 1, 2, 494, 'Shrek'
'2007-07-03', 1, 3, 1262, 'Madrona'
'2007-07-03', 2, 1, 404, 'RIP'
'2007-07-03', 2, 2, 150, 'Dreams'
'2007-07-03', 2, 3, 390, 'Perfectly Strange'
'2007-07-03', 3, 1, 164, 'Eleanora'
'2007-07-03', 3, 2, 329, 'Matinee'
'2007-07-03', 3, 3, 358, 'Native Sun'
'2007-07-03', 4, 1, 107, 'Cinc-O-Sink'
'2007-07-03', 4, 2, 297, 'Laser #158797'
'2007-07-03', 4, 3, 476, 'Sea Lark'
'2007-07-03', 5, 1, 348, 'N/A'
'2007-07-03', 5, 2, 348, 'N/A'
'2007-07-03', 5, 3, 348, 'N/A'
'2007-07-10', 1, 1, 496, 'Shrek'
'2007-07-10', 1, 2, 162, 'Elwood'
'2007-07-10', 1, 3, 599, 'Wings'
'2007-07-10', 2, 1, 134, 'Distance'
'2007-07-10', 2, 2, 390, 'Perfectly Strange'
'2007-07-10', 2, 3, 206, 'Freedom'
'2007-07-10', 3, 1, 358, 'Native Sun'
'2007-07-10', 3, 2, 243, 'Humerous'
'2007-07-10', 3, 3, 20, 'Allegro'
'2007-07-10', 4, 1, 105, '470 #Can 520'
'2007-07-10', 4, 2, 107, 'Cinc-O-Sink'
'2007-07-10', 4, 3, 689, '?'
'2007-07-10', 5, 1, 348, 'N/A'
'2007-07-10', 5, 2, 348, 'N/A'
'2007-07-10', 5, 3, 348, 'N/A'
'2007-07-17', 1, 1, 162, 'Elwood'
'2007-07-17', 1, 2, 543, 'Tantivy'
'2007-07-17', 1, 3, 537, 'Thumper'
'2007-07-17', 2, 1, 68, 'Barbaree'
'2007-07-17', 2, 2, 390, 'Perfectly Strange'
'2007-07-17', 2, 3, 171, 'Festivus'
'2007-07-17', 3, 1, 58, 'Black Magic'
'2007-07-17', 3, 2, 25, 'Anakena'
'2007-07-17', 3, 3, 371, 'Orca'
'2007-07-17', 4, 1, 107, 'Cinc-O-Sink'
'2007-07-17', 4, 2, 52, 'Blue Pearl'
'2007-07-17', 4, 3, 297, 'Laser #177198'
'2007-07-17', 5, 1, 312, 'Mini 12 #8'
'2007-07-17', 5, 2, 312, 'Mini 12 #10'
'2007-07-17', 5, 3, 312, 'Mini 12 #3'
'2007-07-31', 1, 1, 181, 'Flash'
'2007-07-31', 1, 2, 412, 'Rock-On'
'2007-07-31', 1, 3, 452, 'Sydney Anna'
'2007-07-31', 2, 1, 286, 'Katrinka Finklesplat'
'2007-07-31', 2, 2, 341, 'Mara'
'2007-07-31', 2, 3, 693, 'Scat'
'2007-07-31', 3, 1, 486, 'Santana 20 #59095'
'2007-07-31', 3, 2, 232, 'Hiatus'
'2007-07-31', 3, 3, 137, 'Dance'
'2007-07-31', 4, 1, 107, 'Cinc-O-Sink'
'2007-07-31', 4, 2, 653, '#801'
'2007-07-31', 4, 3, 52, 'Blue Pearl'
'2007-07-31', 5, 1, 348, 'N/A'
'2007-07-31', 5, 2, 348, 'N/A'
'2007-07-31', 5, 3, 348, 'N/A'
'2007-08-07', 1, 1, 181, 'Flash'
'2007-08-07', 1, 2, 452, 'Sydney Anna'
'2007-08-07', 1, 3, 543, 'Tantivy'
'2007-08-07', 2, 1, 68, 'Barbaree'
'2007-08-07', 2, 2, 134, 'Distance'
'2007-08-07', 2, 3, 427, 'Runner'
'2007-08-07', 3, 1, 608, 'Wind Dancer'
'2007-08-07', 3, 2, 25, 'Anakena'
'2007-08-07', 3, 3, 164, 'Eleanora'
'2007-08-07', 4, 1, 107, 'Cinc-O-Sink'
'2007-08-07', 4, 2, 365, 'O Barquinho'
'2007-08-07', 4, 3, 655, '#9858'
'2007-08-07', 5, 1, 348, 'N/A'
'2007-08-07', 5, 2, 348, 'N/A'
'2007-08-07', 5, 3, 348, 'N/A'
'2007-08-14', 1, 1, 494, 'Shrek'
'2007-08-14', 1, 2, 577, 'Wicked Wahine'
'2007-08-14', 1, 3, 1262, 'Madrona'
'2007-08-14', 2, 1, 693, 'Scat'
'2007-08-14', 2, 2, 427, 'Runner'
'2007-08-14', 2, 3, 497, 'Secret Agent'
'2007-08-14', 3, 1, 202, 'Fraid Knot'
'2007-08-14', 3, 2, 58, 'Black Magic'
'2007-08-14', 3, 3, 605, 'Wind Dance'
'2007-08-14', 4, 1, 441, 'Saphyre'
'2007-08-14', 4, 2, 522, 'Tasar #801'
'2007-08-14', 4, 3, 107, 'Cinc-O-Sink'
'2007-08-14', 5, 1, 348, 'N/A'
'2007-08-14', 5, 2, 348, 'N/A'
'2007-08-14', 5, 3, 348, 'N/A'
'2007-08-21', 1, 1, 494, 'Shrek'
'2007-08-21', 1, 2, 1262, 'Madrona'
'2007-08-21', 1, 3, 577, 'Wicked Wahine'
'2007-08-21', 2, 1, 693, 'Scat'
'2007-08-21', 2, 2, 134, 'Distance'
'2007-08-21', 2, 3, 427, 'Runner'
'2007-08-21', 3, 1, 137, 'Dance'
'2007-08-21', 3, 2, 486, 'Santana 20#116'
'2007-08-21', 3, 3, 38, 'Backslider'
'2007-08-21', 4, 1, 107, 'Cinc-O-Sink'
'2007-08-21', 4, 2, 684, '505#8446'
'2007-08-21', 4, 3, 52, 'Blue Pearl'
'2007-08-21', 5, 1, 348, 'N/A'
'2007-08-21', 5, 2, 348, 'N/A'
'2007-08-21', 5, 3, 348, 'N/A'
'2007-08-28', 1, 1, 1262, 'Madrona'
'2007-08-28', 1, 2, 494, 'Shrek'
'2007-08-28', 1, 3, 219, 'Grey Wolf'
'2007-08-28', 2, 1, 68, 'Barbaree'
'2007-08-28', 2, 2, 427, 'Runner'
'2007-08-28', 2, 3, 171, 'Festivus'
'2007-08-28', 3, 1, 202, 'Fraid Knot'
'2007-08-28', 3, 2, 164, 'Eleanora'
'2007-08-28', 3, 3, 570, 'Verity'
'2007-08-28', 4, 1, 107, 'Cinc-O-Sink'
'2007-08-28', 4, 2, 52, 'Blue Pearl'
'2007-08-28', 4, 3, 525, 'Tasar 801'
'2007-08-28', 5, 1, 348, 'N/A'
'2007-08-28', 5, 2, 348, 'N/A'
'2007-08-28', 5, 3, 348, 'N/A'
'2007-09-04', 1, 1, 494, 'Shrek'
'2007-09-04', 1, 2, 1262, 'Madrona'
'2007-09-04', 1, 3, 452, 'Sydney Anna'
'2007-09-04', 2, 1, 171, 'Fesitvus'
'2007-09-04', 2, 2, 427, 'Runner'
'2007-09-04', 2, 3, 150, 'Dreams'
'2007-09-04', 3, 1, 25, 'Anakena'
'2007-09-04', 3, 2, 251, 'Ibis'
'2007-09-04', 3, 3, 947, 'Tuesday'
'2007-09-04', 4, 1, 227, 'Husky'
'2007-09-04', 4, 2, 107, 'Cinc-O-Sink'
'2007-09-04', 4, 3, 52, 'Blue Pearl'
'2007-09-04', 5, 1, 348, 'N/A'
'2007-09-04', 5, 2, 348, 'N/A'
'2007-09-04', 5, 3, 348, 'N/A'
'2007-11-15', 1, 1, 345, 'Minor Threat'
'2007-11-15', 1, 2, 515, 'Tachyon'
'2007-11-15', 1, 3, 49, 'Blue Fin'
'2007-11-15', 2, 1, 108, 'Corvo'
'2007-11-15', 2, 2, 319, 'Mystique'
'2007-11-15', 2, 3, 333, 'Manta Ray'
'2007-11-15', 3, 1, 49, 'Blue Fin'
'2007-11-15', 3, 2, 128, 'Duke'
'2007-11-15', 3, 3, 348, 'N/A'
'2007-11-15', 4, 1, 1296, 'Valkyrie'
'2007-11-15', 4, 2, 427, 'Runner'
'2007-11-15', 4, 3, 171, 'Festivus'
'2007-11-15', 5, 1, 392, 'Perspicacious'
'2007-11-15', 5, 2, 25, 'Anakena'
'2007-11-15', 5, 3, 243, 'Humerous'
'2008-05-13', 1, 1, 547, 'Tri #37'
'2008-05-13', 1, 2, 516, 'Tikanga'
'2008-05-13', 1, 3, 629, 'Zorra'
'2008-05-13', 2, 1, 295, 'Liquid Satisfaction'
'2008-05-13', 2, 2, 693, 'Scat'
'2008-05-13', 2, 3, 286, 'Katrinka Finklesplat'
'2008-05-13', 3, 1, 162, 'Elwood'
'2008-05-13', 3, 2, 25, 'Anakena'
'2008-05-13', 3, 3, 293, 'Legacy'
'2008-05-13', 4, 1, 310, 'Laurie\'s Taser'
'2008-05-13', 4, 2, 52, 'Blue Pearl'
'2008-05-13', 4, 3, 618, 'Yokie'
'2008-05-13', 5, 1, 348, 'N/A'
'2008-05-13', 5, 2, 348, 'N/A'
'2008-05-13', 5, 3, 348, 'N/A'
'2008-05-20', 1, 1, 1713, 'Absolutely'
'2008-05-20', 1, 2, 299, 'Laser SB'
'2008-05-20', 1, 3, 599, 'Wings'
'2008-05-20', 2, 1, 286, 'Katrinka Finkelspat'
'2008-05-20', 2, 2, 171, 'Festivus'
'2008-05-20', 2, 3, 390, 'Perfectly Strange'
'2008-05-20', 3, 1, 947, 'Tuesday'
'2008-05-20', 3, 2, 254, 'Ignitor'
'2008-05-20', 3, 3, 162, 'Elwood'
'2008-05-20', 4, 1, 297, 'Laser #701'
'2008-05-20', 4, 2, 52, 'Blue Pearl'
'2008-05-20', 4, 3, 630, 'Zero Sink'
'2008-05-20', 5, 1, 348, 'N/A'
'2008-05-20', 5, 2, 348, 'N/A'
'2008-05-20', 5, 3, 348, 'N/A'
'2008-05-27', 1, 1, 452, 'Sydney Anna'
'2008-05-27', 1, 2, 547, 'Tri #37'
'2008-05-27', 1, 3, 629, 'Zorra'
'2008-05-27', 2, 1, 286, 'Katrinka Finkelspat'
'2008-05-27', 2, 2, 693, 'Scat'
'2008-05-27', 2, 3, 171, 'Festivus'
'2008-05-27', 3, 1, 428, 'Sushi'
'2008-05-27', 3, 2, 206, 'Freedom'
'2008-05-27', 3, 3, 207, 'Fraid Knot'
'2008-05-27', 4, 1, 581, 'Wet Spot'
'2008-05-27', 4, 2, 107, 'Cinc-O-Sink'
'2008-05-27', 4, 3, 52, 'Blue Pearl'
'2008-05-27', 5, 1, 348, 'N/A'
'2008-05-27', 5, 2, 348, 'N/A'
'2008-05-27', 5, 3, 348, 'N/A'
'2008-06-03', 1, 1, 1262, 'Madrona'
'2008-06-03', 1, 2, 452, 'Sydney Anna'
'2008-06-03', 1, 3, 449, 'Sea-duced'
'2008-06-03', 2, 1, 134, 'Distance'
'2008-06-03', 2, 2, 333, 'Mata Hari'
'2008-06-03', 2, 3, 693, 'Scat'
'2008-06-03', 3, 1, 608, 'Wind Dancer'
'2008-06-03', 3, 2, 947, 'Tuesday'
'2008-06-03', 3, 3, 25, 'Anakena'
'2008-06-03', 4, 1, 52, 'Blue Pearl'
'2008-06-03', 4, 2, 522, 'Tasar #118'
'2008-06-03', 4, 3, 630, 'Zero Sink'
'2008-06-03', 5, 1, 201, 'Fortis'
'2008-06-03', 5, 2, 477, 'Shogun'
'2008-06-03', 5, 3, 254, 'Ignitor'
'2008-06-10', 1, 1, 1262, 'Madrona'
'2008-06-10', 1, 2, 139, 'Dangerous When Wet'
'2008-06-10', 1, 3, 544, 'Tantivy'
'2008-06-10', 2, 1, 390, 'Perfectly Strange'
'2008-06-10', 2, 2, 68, 'Barbaree'
'2008-06-10', 2, 3, 693, 'Scat'
'2008-06-10', 3, 1, 486, 'Santana 20 #59048'
'2008-06-10', 3, 2, 243, 'Humerous'
'2008-06-10', 3, 3, 25, 'Anakena'
'2008-06-10', 4, 1, 107, 'Cinc-O-Sink'
'2008-06-10', 4, 2, 168, 'Europe #111'
'2008-06-10', 4, 3, 365, 'O Barquinho'
'2008-06-10', 5, 1, 348, 'N/A'
'2008-06-10', 5, 2, 348, 'N/A'
'2008-06-10', 5, 3, 348, 'N/A'
'2008-06-17', 1, 1, 1262, 'Madrona'
'2008-06-17', 1, 2, 1713, 'Absolutely'
'2008-06-17', 1, 3, 543, 'Tantivy'
'2008-06-17', 2, 1, 150, 'Dreams'
'2008-06-17', 2, 2, 427, 'Runner'
'2008-06-17', 2, 3, 693, 'Scat'
'2008-06-17', 3, 1, 164, 'Elenora'
'2008-06-17', 3, 2, 293, 'Legacy'
'2008-06-17', 3, 3, 25, 'Anakena'
'2008-06-17', 4, 1, 107, 'Cinc-O-Sink'
'2008-06-17', 4, 2, 168, 'Europe #111'
'2008-06-17', 4, 3, 296, 'Lighting #9401'
'2008-06-17', 5, 1, 348, 'N/A'
'2008-06-17', 5, 2, 348, 'N/A'
'2008-06-17', 5, 3, 348, 'N/A'
'2008-06-24', 1, 1, 452, 'Sydney Anna'
'2008-06-24', 1, 2, 544, 'Tantivy'
'2008-06-24', 1, 3, 629, 'Zorra'
'2008-06-24', 2, 1, 341, 'Mara'
'2008-06-24', 2, 2, 693, 'Scat'
'2008-06-24', 2, 3, 150, 'Dreams'
'2008-06-24', 3, 1, 233, 'Hitched'
'2008-06-24', 3, 2, 428, 'Sushi'
'2008-06-24', 3, 3, 164, 'Eleanora'
'2008-06-24', 4, 1, 581, 'Wet Spot'
'2008-06-24', 4, 2, 107, 'Cinc-O-Sink'
'2008-06-24', 4, 3, 296, 'Lightning #9401'
'2008-06-24', 5, 1, 348, 'N/A'
'2008-06-24', 5, 2, 348, 'N/A'
'2008-06-24', 5, 3, 348, 'N/A'
'2008-07-01', 1, 1, 543, 'Tantivy'
'2008-07-01', 1, 2, 452, 'Sydney Anna'
'2008-07-01', 1, 3, 585, 'What a Tripp!'
'2008-07-01', 2, 1, 150, 'Dreams'
'2008-07-01', 2, 2, 341, 'Mara'
'2008-07-01', 2, 3, 541, 'Twinkle Twinkle'
'2008-07-01', 3, 1, 233, 'Hitched'
'2008-07-01', 3, 2, 686, '59048'
'2008-07-01', 3, 3, 947, 'Tuesday'
'2008-07-01', 4, 1, 52, 'Blue Pearl'
'2008-07-01', 4, 2, 363, 'Overboard'
'2008-07-01', 4, 3, 107, 'Cinc-O-Sink'
'2008-07-01', 5, 1, 348, 'N/A'
'2008-07-01', 5, 2, 348, 'N/A'
'2008-07-01', 5, 3, 348, 'N/A'
'2008-07-08', 1, 1, 452, 'Sydney Anna'
'2008-07-08', 1, 2, 544, 'Tantivy'
'2008-07-08', 1, 3, 516, 'Tikanga'
'2008-07-08', 2, 1, 693, 'Scat'
'2008-07-08', 2, 2, 427, 'Runner'
'2008-07-08', 2, 3, 150, 'Dreams'
'2008-07-08', 3, 1, 428, 'Sushi'
'2008-07-08', 3, 2, 233, 'Hitched'
'2008-07-08', 3, 3, 947, 'Tuesday'
'2008-07-08', 4, 1, 618, 'Yokie'
'2008-07-08', 4, 2, 361, 'Opus'
'2008-07-08', 4, 3, 105, '420 CAN 520'
'2008-07-08', 5, 1, 348, 'N/A'
'2008-07-08', 5, 2, 348, 'N/A'
'2008-07-08', 5, 3, 348, 'N/A'
'2008-07-15', 1, 1, 452, 'Sydney Anna'
'2008-07-15', 1, 2, 544, 'Tantivy'
'2008-07-15', 1, 3, 1713, 'Absolutely'
'2008-07-15', 2, 1, 541, 'Twinkle Twinkle'
'2008-07-15', 2, 2, 68, 'Barbaree'
'2008-07-15', 2, 3, 150, 'Dreams'
'2008-07-15', 3, 1, 22, 'Almond Joy'
'2008-07-15', 3, 2, 233, 'Hitched'
'2008-07-15', 3, 3, 486, 'Santana 20 #356'
'2008-07-15', 4, 1, 363, 'Overboard'
'2008-07-15', 4, 2, 105, 'CAN520'
'2008-07-15', 4, 3, 96, 'Calvin'
'2008-07-15', 5, 1, 348, 'N/A'
'2008-07-15', 5, 2, 348, 'N/A'
'2008-07-15', 5, 3, 348, 'N/A'
'2008-07-22', 1, 1, 181, 'Flash'
'2008-07-22', 1, 2, 349, 'Neptune\'s Car'
'2008-07-22', 1, 3, 516, 'Tikanga'
'2008-07-22', 2, 1, 171, 'Festivus'
'2008-07-22', 2, 2, 134, 'Distance'
'2008-07-22', 2, 3, 693, 'Scat'
'2008-07-22', 3, 1, 947, 'Tuesday'
'2008-07-22', 3, 2, 570, 'Verity'
'2008-07-22', 3, 3, 243, 'Humerous'
'2008-07-22', 4, 1, 297, 'Laser #118917'
'2008-07-22', 4, 2, 522, 'Tasar #801'
'2008-07-22', 4, 3, 312, 'Mini 12 #12'
'2008-07-22', 5, 1, 348, 'N/A'
'2008-07-22', 5, 2, 348, 'N/A'
'2008-07-22', 5, 3, 348, 'N/A'
'2008-08-05', 1, 1, 181, 'Flash'
'2008-08-05', 1, 2, 452, 'Sydney Anna'
'2008-08-05', 1, 3, 543, 'Tantivy'
'2008-08-05', 2, 1, 423, 'Running Blues'
'2008-08-05', 2, 2, 427, 'Runner'
'2008-08-05', 2, 3, 541, 'Twinkle Twinkle'
'2008-08-05', 3, 1, 428, 'Sushi'
'2008-08-05', 3, 2, 202, 'Fraid Knot'
'2008-08-05', 3, 3, 233, 'Hitched'
'2008-08-05', 4, 1, 522, 'Taser#2397'
'2008-08-05', 4, 2, 52, 'Blue Pearl'
'2008-08-05', 4, 3, 365, 'O Barquinho'
'2008-08-05', 5, 1, 348, 'N/A'
'2008-08-05', 5, 2, 348, 'N/A'
'2008-08-05', 5, 3, 348, 'N/A'
'2008-08-12', 1, 1, 181, 'Flash'
'2008-08-12', 1, 2, 543, 'Tantivy'
'2008-08-12', 1, 3, 452, 'Sydney Anna'
'2008-08-12', 2, 1, 427, 'Runner'
'2008-08-12', 2, 2, 150, 'Dreams'
'2008-08-12', 2, 3, 341, 'Mara'
'2008-08-12', 3, 1, 947, 'Tuesday'
'2008-08-12', 3, 2, 651, '#59048'
'2008-08-12', 3, 3, 233, 'Hitched'
'2008-08-12', 4, 1, 297, 'Laser #170681'
'2008-08-12', 4, 2, 107, 'Cinc-O-Sink'
'2008-08-12', 4, 3, 365, 'O Barquinho'
'2008-08-12', 5, 1, 348, 'N/A'
'2008-08-12', 5, 2, 348, 'N/A'
'2008-08-12', 5, 3, 348, 'N/A'
'2008-08-19', 1, 1, 452, 'Sydney Anna'
'2008-08-19', 1, 2, 544, 'Tantivy'
'2008-08-19', 1, 3, 477, 'Sachem'
'2008-08-19', 2, 1, 137, 'Dance'
'2008-08-19', 2, 2, 489, 'Summer Babe'
'2008-08-19', 2, 3, 231, 'Hagar'
'2008-08-19', 3, 1, 22, 'Almond Joy'
'2008-08-19', 3, 2, 947, 'Tuesday'
'2008-08-19', 3, 3, 164, 'Elenora'
'2008-08-19', 4, 1, 581, 'Wet Spot'
'2008-08-19', 4, 2, 52, 'Blue Pearl'
'2008-08-19', 4, 3, 481, 'Sunkist'
'2008-08-19', 5, 1, 348, 'N/A'
'2008-08-19', 5, 2, 348, 'N/A'
'2008-08-19', 5, 3, 348, 'N/A'
'2008-08-26', 1, 1, 452, 'Sydney Anna'
'2008-08-26', 1, 2, 544, 'Tantivy'
'2008-08-26', 1, 3, 1713, 'Absolutely'
'2008-08-26', 2, 1, 468, 'Soul Brothers 3'
'2008-08-26', 2, 2, 286, 'Katrinka Finkelspat'
'2008-08-26', 2, 3, 171, 'Festivus'
'2008-08-26', 3, 1, 428, 'Sushi'
'2008-08-26', 3, 2, 293, 'Legacy'
'2008-08-26', 3, 3, 207, 'Fraid Knot'
'2008-08-26', 4, 1, 581, 'Wet Spot'
'2008-08-26', 4, 2, 107, 'Cinc-O-Sink'
'2008-08-26', 4, 3, 52, 'Blue Pearl'
'2008-08-26', 5, 1, 348, 'N/A'
'2008-08-26', 5, 2, 348, 'N/A'
'2008-08-26', 5, 3, 348, 'N/A'
'2008-09-02', 1, 1, 452, 'Sydney Anna'
'2008-09-02', 1, 2, 544, 'Tantivy'
'2008-09-02', 1, 3, 516, 'Tikanga'
'2008-09-02', 2, 1, 693, 'Scat'
'2008-09-02', 2, 2, 171, 'Festivus'
'2008-09-02', 2, 3, 427, 'Runner'
'2008-09-02', 3, 1, 486, 'Santana 20 #59046'
'2008-09-02', 3, 2, 251, 'Ibis'
'2008-09-02', 3, 3, 387, 'Polaris'
'2008-09-02', 4, 1, 383, 'Pteranodon'
'2008-09-02', 4, 2, 52, 'Blue Pearl'
'2008-09-02', 4, 3, 297, 'Laser #178601'
'2008-09-02', 5, 1, 348, 'N/A'
'2008-09-02', 5, 2, 348, 'N/A'
'2008-09-02', 5, 3, 348, 'N/A'
'2008-10-18', 1, 1, 258, 'Illusionist'
'2008-10-18', 1, 2, 231, 'Hagar'
'2008-10-18', 1, 3, 128, 'Dacha'
'2008-10-18', 2, 1, 4, 'Avalon'
'2008-10-18', 2, 2, 35, 'Airloom'
'2008-10-18', 2, 3, 341, 'Mara'
'2008-10-18', 3, 1, 128, 'Duke'
'2008-10-18', 3, 2, 392, 'Perspicacious'
'2008-10-18', 3, 3, 254, 'Ignitor'
'2008-10-18', 4, 1, 348, 'N/A'
'2008-10-18', 4, 2, 348, 'N/A'
'2008-10-18', 4, 3, 348, 'N/A'
'2008-10-18', 5, 1, 348, 'N/A'
'2008-10-18', 5, 2, 348, 'N/A'
'2008-10-18', 5, 3, 348, 'N/A'
'2009-05-12', 1, 1, 452, 'Sydney Anna'
'2009-05-12', 1, 2, 631, 'Zoren'
'2009-05-12', 1, 3, 1713, 'Absolutely'
'2009-05-12', 2, 1, 286, 'Katrinka Finkelspat'
'2009-05-12', 2, 2, 693, 'Scat'
'2009-05-12', 2, 3, 427, 'Runner'
'2009-05-12', 3, 1, 22, 'Almond Joy'
'2009-05-12', 3, 2, 548, 'True Blue'
'2009-05-12', 3, 3, 608, 'Wind Dancer'
'2009-05-12', 4, 1, 107, 'Cinc-O-Sink'
'2009-05-12', 4, 2, 45, 'Butterfly'
'2009-05-12', 4, 3, 103, '#1313 C-Lark'
'2009-05-12', 5, 1, 348, 'N/A'
'2009-05-12', 5, 2, 348, 'N/A'
'2009-05-12', 5, 3, 348, 'N/A'
'2009-05-19', 1, 1, 601, 'Winging It'
'2009-05-19', 1, 2, 1713, 'Absolutely'
'2009-05-19', 1, 3, 452, 'Sydney Anna'
'2009-05-19', 2, 1, 693, 'Scat'
'2009-05-19', 2, 2, 427, 'Runner'
'2009-05-19', 2, 3, 53, 'Blue Jay'
'2009-05-19', 3, 1, 25, 'Anakena'
'2009-05-19', 3, 2, 548, 'True Blue'
'2009-05-19', 3, 3, 947, 'Tuesday'
'2009-05-19', 4, 1, 107, 'Cinc-O-Sink'
'2009-05-19', 4, 2, 103, '#1313 - C-Lark'
'2009-05-19', 4, 3, 398, 'Quack'
'2009-05-19', 5, 1, 348, 'N/A'
'2009-05-19', 5, 2, 348, 'N/A'
'2009-05-19', 5, 3, 348, 'N/A'
'2009-05-26', 1, 1, 452, 'Sydney Anna'
'2009-05-26', 1, 2, 601, 'Winging It'
'2009-05-26', 1, 3, 544, 'Tantivy'
'2009-05-26', 2, 1, 693, 'Scat'
'2009-05-26', 2, 2, 624, 'Zoe'
'2009-05-26', 2, 3, 540, 'Tenacious'
'2009-05-26', 3, 1, 58, 'Blue Jeans'
'2009-05-26', 3, 2, 38, 'Back Slider'
'2009-05-26', 3, 3, 536, 'Temptress'
'2009-05-26', 4, 1, 186, 'Flying Dutchman'
'2009-05-26', 4, 2, 107, 'Cinc-O-Sink'
'2009-05-26', 4, 3, 522, 'Tazar #801'
'2009-05-26', 5, 1, 348, 'N/A'
'2009-05-26', 5, 2, 348, 'N/A'
'2009-05-26', 5, 3, 348, 'N/A'
'2009-06-02', 1, 1, 452, 'Shoot the Moon'
'2009-06-02', 1, 2, 516, 'Tikanga'
'2009-06-02', 1, 3, 452, 'Sydney Anna'
'2009-06-02', 2, 1, 489, 'Summer Babe'
'2009-06-02', 2, 2, 276, 'Jammer'
'2009-06-02', 2, 3, 427, 'Runner'
'2009-06-02', 3, 1, 428, 'Sushi'
'2009-06-02', 3, 2, 387, 'Polaris'
'2009-06-02', 3, 3, 548, 'True Blue'
'2009-06-02', 4, 1, 522, 'Tasar #801'
'2009-06-02', 4, 2, 223, 'Hobbes'
'2009-06-02', 4, 3, 107, 'Cinc-O-Sink'
'2009-06-02', 5, 1, 348, 'N/A'
'2009-06-02', 5, 2, 348, 'N/A'
'2009-06-02', 5, 3, 348, 'N/A'
'2009-06-09', 1, 1, 494, 'Shrek'
'2009-06-09', 1, 2, 452, 'Sydney Anna'
'2009-06-09', 1, 3, 599, 'Wings'
'2009-06-09', 2, 1, 276, 'Jammer'
'2009-06-09', 2, 2, 427, 'Runner'
'2009-06-09', 2, 3, 407, 'Rocket 22'
'2009-06-09', 3, 1, 947, 'Tuesday'
'2009-06-09', 3, 2, 25, 'Anakena'
'2009-06-09', 3, 3, 348, 'N/A'
'2009-06-09', 4, 1, 363, 'Overboard 801'
'2009-06-09', 4, 2, 107, 'Cinc-O-Sink'
'2009-06-09', 4, 3, 186, 'Flying Dutchman'
'2009-06-09', 5, 1, 348, 'N/A'
'2009-06-09', 5, 2, 348, 'N/A'
'2009-06-09', 5, 3, 348, 'N/A'
'2009-06-16', 1, 1, 1262, 'Madrona'
'2009-06-16', 1, 2, 516, 'Tikanga'
'2009-06-16', 1, 3, 452, 'Sydney Anna'
'2009-06-16', 2, 1, 303, 'Little Blue Dune Buggy'
'2009-06-16', 2, 2, 286, 'Katrinka Finklesplat'
'2009-06-16', 2, 3, 150, 'Dreams'
'2009-06-16', 3, 1, 548, 'True Blue'
'2009-06-16', 3, 2, 498, 'Shearwater'
'2009-06-16', 3, 3, 947, 'Tuesday'
'2009-06-16', 4, 1, 223, 'Hobbes'
'2009-06-16', 4, 2, 107, 'Cinc-O-Sink'
'2009-06-16', 4, 3, 257, 'I Don\'t Know'
'2009-06-16', 5, 1, 348, 'N/A'
'2009-06-16', 5, 2, 348, 'N/A'
'2009-06-16', 5, 3, 348, 'N/A'
'2009-06-23', 1, 1, 1262, 'Madrona'
'2009-06-23', 1, 2, 544, 'Tantivy'
'2009-06-23', 1, 3, 452, 'Sydney Anna'
'2009-06-23', 2, 1, 693, 'Scat'
'2009-06-23', 2, 2, 276, 'Jammer'
'2009-06-23', 2, 3, 413, 'Rajun Cajun'
'2009-06-23', 3, 1, 387, 'Polaris'
'2009-06-23', 3, 2, 25, 'Anakena'
'2009-06-23', 3, 3, 535, 'Tantivy'
'2009-06-23', 4, 1, 383, 'Pteranodon'
